"Date";"Player";"Bet";"Chance";"Result";"Paid_ETH";"Paid_USD";"ID"
"2017-11-27 08:30:06";"Intermediate #5646";0.3;67;"lost";"-";"-";11033
"2017-11-27 08:24:35";"One in a million #4664";1.0;10;"lost";"-";"-";11034
"2017-11-27 08:22:47";"One in a million #4664";1.0;16;"lost";"-";"-";11035
"2017-11-27 08:18:04";"One in a million #4664";1.0;8;"lost";"-";"-";11036
"2017-11-27 08:15:39";"One in a million #4664";1.0;8;"lost";"-";"-";11037
"2017-11-27 08:14:20";"One in a million #4664";1.0;8;"lost";"-";"-";11038
"2017-11-27 08:12:59";"Intermediate #5646";0.2;76;"won";"0.264 Eth";"$ 203.28";11039
"2017-11-27 08:12:28";"One in a million #4664";2.0;28;"lost";"-";"-";11040
"2017-11-27 08:04:25";"Intermediate #5646";0.1;69;"won";"0.146 Eth";"$ 112.10";11041
"2017-11-27 08:03:19";"One in a million #4664";1.0;68;"won";"1.478 Eth";"$ 1,137.78";11042
"2017-11-27 08:00:09";"Newbie #5438";1.0;81;"won";"1.238 Eth";"$ 952.89";11043
"2017-11-27 06:53:03";"Legend #5626";5.0;77;"won";"6.513 Eth";"$ 5,015.20";11044
"2017-11-27 06:51:46";"Legend #5626";5.0;77;"won";"6.513 Eth";"$ 5,015.20";11045
"2017-11-27 06:49:31";"Legend #5626";1.0;51;"lost";"-";"-";11046
"2017-11-27 06:47:34";"One in a million #4664";1.0;68;"won";"1.478 Eth";"$ 1,137.78";11047
"2017-11-27 06:46:31";"Legend #5626";1.0;51;"lost";"-";"-";11048
"2017-11-27 06:45:07";"Professional #4699";0.1;83;"won";"0.121 Eth";"$ 92.96";11049
"2017-11-27 06:44:30";"Legend #5626";5.0;77;"won";"6.513 Eth";"$ 5,015.20";11050
"2017-11-27 06:42:14";"Legend #5626";10.0;77;"won";"13.026 Eth";"$ 10,030.39";11051
"2017-11-27 06:39:31";"Legend #5626";20.0;51;"won";"39.600 Eth";"$ 30,492.40";11052
"2017-11-27 06:38:48";"Professional #4699";0.1;97;"won";"0.103 Eth";"$ 79.41";11053
"2017-11-27 06:36:43";"Legend #5626";10.0;51;"lost";"-";"-";11054
"2017-11-27 06:35:02";"Legend #5626";1.0;77;"won";"1.303 Eth";"$ 1,003.04";11055
"2017-11-27 06:32:21";"One in a million #4664";1.0;3;"lost";"-";"-";11056
"2017-11-27 06:31:22";"Professional #4699";0.1;88;"won";"0.114 Eth";"$ 87.62";11057
"2017-11-27 06:27:51";"Professional #4699";0.1;85;"won";"0.118 Eth";"$ 90.75";11058
"2017-11-27 06:27:21";"Legend #5626";7.9;77;"lost";"-";"-";11059
"2017-11-27 06:24:55";"Intermediate #5586";0.1;61;"won";"0.165 Eth";"$ 127.05";11060
"2017-11-27 06:24:55";"Professional #4699";0.1;51;"lost";"-";"-";11061
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"unresolved";"-";"-";11062
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"lost";"-";"-";11063
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"lost";"-";"-";11064
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"unresolved";"-";"-";11065
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"lost";"-";"-";11066
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"lost";"-";"-";11067
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"lost";"-";"-";11068
"2017-11-27 06:22:39";"Legend #5626";0.1;11;"lost";"-";"-";11069
"2017-11-27 06:22:35";"Legend #5626";0.1;11;"lost";"-";"-";11070
"2017-11-27 06:22:07";"Legend #5626";0.1;11;"lost";"-";"-";11071
"2017-11-27 06:21:56";"One in a million #4664";1.0;4;"lost";"-";"-";11072
"2017-11-27 06:18:14";"Legend #5626";0.1;11;"lost";"-";"-";11073
"2017-11-27 06:18:14";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11074
"2017-11-27 06:18:14";"Legend #5626";0.1;11;"lost";"-";"-";11075
"2017-11-27 06:18:14";"Legend #5626";0.1;11;"lost";"-";"-";11076
"2017-11-27 06:18:14";"Legend #5626";0.1;11;"lost";"-";"-";11077
"2017-11-27 06:18:09";"Legend #5626";0.1;11;"lost";"-";"-";11078
"2017-11-27 06:18:09";"Legend #5626";0.1;11;"lost";"-";"-";11079
"2017-11-27 06:18:09";"Legend #5626";0.1;11;"lost";"-";"-";11080
"2017-11-27 06:18:09";"Legend #5626";0.1;11;"lost";"-";"-";11081
"2017-11-27 06:18:09";"Legend #5626";0.1;11;"lost";"-";"-";11082
"2017-11-27 06:17:06";"Professional #4699";0.1;91;"won";"0.110 Eth";"$ 84.70";11083
"2017-11-27 06:16:08";"One in a million #4664";1.0;19;"lost";"-";"-";11084
"2017-11-27 06:13:32";"One in a million #4664";1.0;62;"won";"1.623 Eth";"$ 1,249.69";11085
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11086
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11087
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11088
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11089
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11090
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11091
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11092
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11093
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11094
"2017-11-27 06:12:41";"Legend #5626";0.1;11;"lost";"-";"-";11095
"2017-11-27 06:11:29";"Professional #4699";0.1;83;"won";"0.121 Eth";"$ 92.96";11096
"2017-11-27 06:11:06";"One in a million #4664";1.0;62;"won";"1.623 Eth";"$ 1,249.69";11097
"2017-11-27 06:09:34";"Legend #5626";0.1;11;"lost";"-";"-";11098
"2017-11-27 06:09:34";"Legend #5626";0.1;11;"lost";"-";"-";11099
"2017-11-27 06:09:34";"Legend #5626";0.1;11;"lost";"-";"-";11100
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"lost";"-";"-";11101
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"lost";"-";"-";11102
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11103
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"lost";"-";"-";11104
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"lost";"-";"-";11105
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"lost";"-";"-";11106
"2017-11-27 06:09:29";"Legend #5626";0.1;11;"lost";"-";"-";11107
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11108
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11109
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11110
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11111
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11112
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11113
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11114
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11115
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11116
"2017-11-27 06:07:01";"Legend #5626";0.1;11;"lost";"-";"-";11117
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11118
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11119
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"lost";"-";"-";11120
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"lost";"-";"-";11121
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"lost";"-";"-";11122
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"lost";"-";"-";11123
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11124
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11125
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11126
"2017-11-27 06:01:11";"Legend #5626";0.1;51;"lost";"-";"-";11127
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11128
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11129
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11130
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11131
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11132
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11133
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11134
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11135
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11136
"2017-11-27 05:59:22";"Legend #5626";0.1;51;"lost";"-";"-";11137
"2017-11-27 05:57:31";"Legend #5626";0.1;51;"lost";"-";"-";11138
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11139
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"lost";"-";"-";11140
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11141
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"lost";"-";"-";11142
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11143
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"lost";"-";"-";11144
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"lost";"-";"-";11145
"2017-11-27 05:56:41";"Legend #5626";0.1;51;"lost";"-";"-";11146
"2017-11-27 05:56:26";"Legend #5626";0.1;51;"lost";"-";"-";11147
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11148
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11149
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11150
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11151
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11152
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"lost";"-";"-";11153
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"lost";"-";"-";11154
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"lost";"-";"-";11155
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"lost";"-";"-";11156
"2017-11-27 05:53:09";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11157
"2017-11-27 05:47:08";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11158
"2017-11-27 05:47:08";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11159
"2017-11-27 05:47:08";"Legend #5626";0.1;51;"lost";"-";"-";11160
"2017-11-27 05:47:08";"Legend #5626";0.1;51;"lost";"-";"-";11161
"2017-11-27 05:46:58";"One in a million #4664";1.0;11;"won";"9.900 Eth";"$ 7,623.10";11162
"2017-11-27 05:46:58";"Legend #5626";0.1;51;"lost";"-";"-";11163
"2017-11-27 05:46:58";"Legend #5626";0.1;51;"lost";"-";"-";11164
"2017-11-27 05:46:58";"Legend #5626";0.1;51;"lost";"-";"-";11165
"2017-11-27 05:46:58";"Legend #5626";0.1;51;"lost";"-";"-";11166
"2017-11-27 05:46:49";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11167
"2017-11-27 05:46:49";"Legend #5626";0.1;51;"lost";"-";"-";11168
"2017-11-27 05:45:03";"All in #5231";5.0;91;"won";"5.500 Eth";"$ 4,235.06";11169
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11170
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11171
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11172
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11173
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"lost";"-";"-";11174
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"lost";"-";"-";11175
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11176
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11177
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11178
"2017-11-27 05:44:45";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11179
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11180
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11181
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11182
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11183
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11184
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11185
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11186
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11187
"2017-11-27 05:42:25";"Legend #5626";0.1;6;"lost";"-";"-";11188
"2017-11-27 05:42:13";"Legend #5626";0.1;6;"lost";"-";"-";11189
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11190
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11191
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11192
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11193
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11194
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11195
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11196
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11197
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11198
"2017-11-27 05:40:00";"Legend #5626";0.1;6;"lost";"-";"-";11199
"2017-11-27 05:38:34";"All in #5231";5.0;91;"won";"5.500 Eth";"$ 4,235.06";11200
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11201
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11202
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11203
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11204
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11205
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11206
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11207
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11208
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11209
"2017-11-27 05:37:37";"Legend #5626";0.1;11;"lost";"-";"-";11210
"2017-11-27 05:37:00";"Play it safe #5512";1.12;90;"lost";"-";"-";11211
"2017-11-27 05:37:00";"All in #5231";5.0;91;"won";"5.500 Eth";"$ 4,235.06";11212
"2017-11-27 05:34:52";"Play it safe #5512";1.0;90;"won";"1.112 Eth";"$ 856.53";11213
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11214
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11215
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11216
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11217
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11218
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11219
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11220
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11221
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"lost";"-";"-";11222
"2017-11-27 05:33:30";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11223
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"lost";"-";"-";11224
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11225
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11226
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"lost";"-";"-";11227
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"lost";"-";"-";11228
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"lost";"-";"-";11229
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"lost";"-";"-";11230
"2017-11-27 05:30:12";"Legend #5626";0.1;11;"lost";"-";"-";11231
"2017-11-27 05:30:07";"Legend #5626";0.1;11;"lost";"-";"-";11232
"2017-11-27 05:30:05";"Legend #5626";0.1;11;"lost";"-";"-";11233
"2017-11-27 05:28:08";"Professional #4150";0.2;66;"won";"0.305 Eth";"$ 234.56";11234
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11235
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11236
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11237
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11238
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11239
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11240
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11241
"2017-11-27 05:27:51";"Legend #5626";0.1;11;"lost";"-";"-";11242
"2017-11-27 05:27:31";"Legend #5626";0.1;11;"lost";"-";"-";11243
"2017-11-27 05:27:31";"Legend #5626";0.1;11;"lost";"-";"-";11244
"2017-11-27 05:26:38";"Play it safe #5512";1.0;99;"won";"1.010 Eth";"$ 777.87";11245
"2017-11-27 05:25:31";"Professional #4150";0.1;51;"won";"0.198 Eth";"$ 152.46";11246
"2017-11-27 05:24:00";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11247
"2017-11-27 05:24:00";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11248
"2017-11-27 05:24:00";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11249
"2017-11-27 05:24:00";"Legend #5626";0.1;51;"lost";"-";"-";11250
"2017-11-27 05:24:00";"Legend #5626";0.1;51;"lost";"-";"-";11251
"2017-11-27 05:23:45";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11252
"2017-11-27 05:23:19";"Legend #5626";0.1;51;"lost";"-";"-";11253
"2017-11-27 05:22:00";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11254
"2017-11-27 05:21:20";"Legend #5626";0.1;51;"lost";"-";"-";11255
"2017-11-27 05:20:51";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11256
"2017-11-27 05:19:23";"Professional #4699";0.1;83;"won";"0.121 Eth";"$ 92.96";11257
"2017-11-27 05:18:32";"Legend #5626";5.0;77;"won";"6.513 Eth";"$ 5,015.20";11258
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"lost";"-";"-";11259
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11260
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11261
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"unresolved";"-";"-";11262
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"lost";"-";"-";11263
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11264
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11265
"2017-11-27 05:15:03";"Legend #5626";0.1;51;"lost";"-";"-";11266
"2017-11-27 05:14:59";"Legend #5626";0.1;51;"won";"0.198 Eth";"$ 152.46";11267
"2017-11-27 05:14:38";"Legend #5626";0.1;51;"lost";"-";"-";11268
"2017-11-27 05:09:04";"Professional #5562";0.15;75;"won";"0.201 Eth";"$ 154.52";11269
"2017-11-27 05:08:48";"Professional #4150";0.1;51;"lost";"-";"-";11270
"2017-11-27 05:06:50";"Legend #5626";0.1;11;"lost";"-";"-";11271
"2017-11-27 05:06:50";"Legend #5626";0.1;11;"won";"0.990 Eth";"$ 762.31";11272
"2017-11-27 05:06:50";"Legend #5626";0.1;11;"lost";"-";"-";11273
"2017-11-27 05:06:50";"Legend #5626";0.1;11;"lost";"-";"-";11274
"2017-11-27 05:06:50";"Legend #5626";0.1;77;"lost";"-";"-";11275
"2017-11-27 05:06:41";"Legend #5626";0.1;99;"won";"0.101 Eth";"$ 77.79";11276
"2017-11-27 05:06:02";"Legend #5626";0.1;69;"lost";"-";"-";11277
"2017-11-27 05:05:13";"Legend #5626";0.108;74;"won";"0.146 Eth";"$ 112.37";11278
"2017-11-27 05:05:03";"Professional #5562";0.1;67;"won";"0.150 Eth";"$ 115.50";11279
"2017-11-27 05:04:35";"Professional #4150";0.1;51;"won";"0.198 Eth";"$ 152.46";11280
"2017-11-27 05:03:49";"Legend #5626";0.1;93;"won";"0.108 Eth";"$ 82.86";11281
"2017-11-27 05:01:32";"Professional #5562";0.1;58;"lost";"-";"-";11282
"2017-11-27 05:01:32";"Legend #5626";0.1;84;"lost";"-";"-";11283
"2017-11-27 05:00:58";"Professional #4150";0.1;66;"lost";"-";"-";11284
"2017-11-27 05:00:19";"Legend #5626";0.13;55;"lost";"-";"-";11285
"2017-11-27 04:59:43";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11286
"2017-11-27 04:57:06";"Legend #5626";0.1;77;"won";"0.130 Eth";"$ 100.30";11287
"2017-11-27 04:54:55";"Professional #5562";0.25;96;"won";"0.261 Eth";"$ 200.61";11288
"2017-11-27 04:51:32";"Professional #5562";0.2;86;"won";"0.233 Eth";"$ 179.37";11289
"2017-11-27 04:48:21";"Professional #5562";0.5;91;"won";"0.550 Eth";"$ 423.51";11290
"2017-11-27 04:46:00";"Professional #5562";1.3;90;"won";"1.446 Eth";"$ 1,113.49";11291
"2017-11-27 04:45:24";"Professional #4699";0.1;51;"lost";"-";"-";11292
"2017-11-27 04:42:43";"Professional #5562";0.5;84;"won";"0.596 Eth";"$ 459.22";11293
"2017-11-27 04:42:43";"Professional #4699";0.1;88;"won";"0.114 Eth";"$ 87.62";11294
"2017-11-27 04:41:53";"One in a million #4664";1.0;65;"won";"1.547 Eth";"$ 1,191.11";11295
"2017-11-27 04:40:53";"Professional #5562";0.1;55;"won";"0.183 Eth";"$ 141.17";11296
"2017-11-27 04:37:45";"Professional #5562";0.1;53;"lost";"-";"-";11297
"2017-11-27 04:35:22";"Professional #4699";0.1;83;"won";"0.121 Eth";"$ 92.96";11298
"2017-11-27 04:35:08";"One in a million #4664";1.0;65;"won";"1.547 Eth";"$ 1,191.11";11299
"2017-11-27 04:35:08";"Professional #5562";0.1;48;"lost";"-";"-";11300
"2017-11-27 04:32:33";"Professional #5562";0.1;58;"won";"0.174 Eth";"$ 133.74";11301
"2017-11-27 04:29:31";"Professional #5562";0.1;55;"lost";"-";"-";11302
"2017-11-27 04:26:30";"Professional #5562";0.1;57;"won";"0.177 Eth";"$ 136.13";11303
"2017-11-27 04:23:44";"Professional #5562";0.2;74;"won";"0.271 Eth";"$ 208.85";11304
"2017-11-27 04:20:58";"Professional #4699";0.1;82;"won";"0.122 Eth";"$ 94.11";11305
"2017-11-27 04:19:50";"Professional #5562";0.5;72;"won";"0.697 Eth";"$ 536.84";11306
"2017-11-27 04:18:25";"Professional #4699";0.1;80;"won";"0.125 Eth";"$ 96.49";11307
"2017-11-27 04:17:17";"Professional #5562";0.16;55;"won";"0.293 Eth";"$ 225.87";11308
"2017-11-27 04:15:25";"Professional #5562";0.1;55;"lost";"-";"-";11309
"2017-11-27 04:15:25";"Professional #4699";0.1;51;"lost";"-";"-";11310
"2017-11-27 04:15:06";"One in a million #4664";1.0;9;"lost";"-";"-";11311
"2017-11-27 04:13:01";"Professional #5562";0.5;72;"won";"0.697 Eth";"$ 536.84";11312
"2017-11-27 04:12:51";"Professional #4699";0.1;51;"lost";"-";"-";11313
"2017-11-27 04:12:37";"One in a million #4664";1.0;80;"won";"1.253 Eth";"$ 964.95";11314
"2017-11-27 04:11:16";"One in a million #4664";1.0;13;"lost";"-";"-";11315
"2017-11-27 04:11:16";"Professional #5562";0.26;46;"won";"0.572 Eth";"$ 440.45";11316
"2017-11-27 04:11:16";"Professional #4699";0.1;89;"won";"0.113 Eth";"$ 86.63";11317
"2017-11-27 04:10:17";"One in a million #4664";1.0;27;"won";"3.808 Eth";"$ 2,931.96";11318
"2017-11-27 04:08:59";"Professional #4699";0.1;51;"won";"0.198 Eth";"$ 152.46";11319
"2017-11-27 04:08:53";"Professional #5562";0.2;56;"won";"0.360 Eth";"$ 277.20";11320
"2017-11-27 04:08:23";"One in a million #4664";1.0;62;"lost";"-";"-";11321
"2017-11-27 04:06:50";"Newbie #5645";0.145;59;"lost";"-";"-";11322
"2017-11-27 04:05:09";"One in a million #4664";3.0;73;"won";"4.125 Eth";"$ 3,176.29";11323
"2017-11-27 04:05:09";"Professional #5562";0.25;56;"lost";"-";"-";11324
"2017-11-27 04:05:09";"Professional #4699";0.1;51;"lost";"-";"-";11325
"2017-11-27 04:03:31";"One in a million #4664";1.0;16;"won";"6.600 Eth";"$ 5,082.07";11326
"2017-11-27 04:02:31";"Professional #5562";0.3;66;"lost";"-";"-";11327
"2017-11-27 04:00:28";"One in a million #4664";0.4;2;"lost";"-";"-";11328
"2017-11-27 03:59:23";"Professional #5562";0.1;56;"won";"0.180 Eth";"$ 138.60";11329
"2017-11-27 03:59:09";"Professional #4699";0.1;83;"lost";"-";"-";11330
"2017-11-27 03:58:18";"One in a million #4664";1.0;11;"lost";"-";"-";11331
"2017-11-27 03:57:20";"Professional #5562";0.2;54;"won";"0.374 Eth";"$ 287.66";11332
"2017-11-27 03:56:43";"One in a million #4664";1.0;49;"lost";"-";"-";11333
"2017-11-27 03:55:40";"Professional #4699";0.2;51;"won";"0.396 Eth";"$ 304.92";11334
"2017-11-27 03:55:01";"One in a million #4664";1.0;85;"won";"1.179 Eth";"$ 907.51";11335
"2017-11-27 03:54:33";"Professional #5562";0.3;53;"lost";"-";"-";11336
"2017-11-27 03:50:37";"Professional #4699";0.1;51;"lost";"-";"-";11337
"2017-11-27 03:49:53";"Professional #5562";0.2;57;"lost";"-";"-";11338
"2017-11-27 03:46:07";"Professional #5562";0.2;56;"lost";"-";"-";11339
"2017-11-27 03:44:15";"Professional #4699";0.1;51;"won";"0.198 Eth";"$ 152.46";11340
"2017-11-27 03:43:03";"Professional #5562";0.1;51;"lost";"-";"-";11341
